country,continent,collected,longitude,latitude,infant_mortality,life_expectancy,fertility,population,gdp
Angola,Africa,30/06/1988,18.5,-12.5,133.8,48.2,7.19,10544904,8455508856
Angola,Africa,30/06/1989,18.5,-12.5,133.6,48.4,7.18,10820992,8489330892
Angola,Africa,30/06/1990,18.5,-12.5,133.5,48.6,7.17,11127870,8463862899
Angola,Africa,30/06/1991,18.5,-12.5,133.5,49.3,7.14,11472173,8362296544
Angola,Africa,30/06/1992,18.5,-12.5,133.5,49.6,7.12,11848971,7785298083
Angola,Africa,30/06/1993,18.5,-12.5,133.4,48.4,7.09,12246786,5862329456
Angola,Africa,30/06/1994,18.5,-12.5,133.2,50,7.05,12648483,6067510987
Angola,Africa,30/06/1995,18.5,-12.5,132.8,50.9,7.02,13042666,6698532130
Angola,Africa,30/06/1996,18.5,-12.5,132.3,51.3,6.98,13424813,7448767728
Angola,Africa,30/06/1997,18.5,-12.5,131.5,51.7,6.95,13801868,8037220379
Angola,Africa,30/06/1998,18.5,-12.5,130.6,51.8,6.91,14187710,8584134106
Angola,Africa,30/06/1999,18.5,-12.5,129.5,51.8,6.88,14601983,8862242855
Angola,Africa,30/06/2000,18.5,-12.5,128.3,52.3,6.84,15058638,9129180361
Angola,Africa,30/06/2001,18.5,-12.5,126.9,52.5,6.81,15562791,9416016124
Angola,Africa,30/06/2002,18.5,-12.5,125.5,53.3,6.78,16109696,10780448534
Angola,Africa,30/06/2003,18.5,-12.5,124.1,53.9,6.74,16691395,11137095732
Angola,Africa,30/06/2004,18.5,-12.5,122.8,54.5,6.7,17295500,12382535739
Angola,Africa,30/06/2005,18.5,-12.5,121.2,55.2,6.66,17912942,14643778507
Angola,Africa,30/06/2006,18.5,-12.5,119.4,55.7,6.6,18541467,17680168881
Angola,Africa,30/06/2007,18.5,-12.5,117.1,56.2,6.52,19183907,21674668197
Angola,Africa,30/06/2008,18.5,-12.5,114.7,56.7,6.43,19842251,24669478552
Angola,Africa,30/06/2009,18.5,-12.5,112.2,57.1,6.33,20520103,25264731265
Angola,Africa,30/06/2010,18.5,-12.5,109.6,57.6,6.22,21219954,26125663270
Angola,Africa,30/06/2011,18.5,-12.5,106.8,58.1,6.1,21942296,27013935821
Argentina,Americas,30/06/1960,-64,-34,59.87,65.39,3.11,20619075,108322326649
Argentina,Americas,30/06/1961,-64,-34,59.73,65.53,3.1,20953079,114201892335
Argentina,Americas,30/06/1962,-64,-34,59.59,65.64,3.09,21287682,113228867667
Argentina,Americas,30/06/1963,-64,-34,59.39,65.74,3.08,21621845,107218456504
Argentina,Americas,30/06/1964,-64,-34,59.25,65.84,3.07,21953926,118080005266
Argentina,Americas,30/06/1965,-64,-34,59.11,65.95,3.06,22283389,130560392722
Argentina,Americas,30/06/1966,-64,-34,58.89,66.08,3.05,22608747,129699051637
Argentina,Americas,30/06/1967,-64,-34,58.73,66.26,3.05,22932201,133839040988
Argentina,Americas,30/06/1968,-64,-34,58.58,66.47,3.05,23261273,140293429800
Argentina,Americas,30/06/1969,-64,-34,60,66.72,3.06,23605992,153873168802
Argentina,Americas,30/06/1970,-64,-34,59.5,67.01,3.07,23973062,158559596721
Argentina,Americas,30/06/1971,-64,-34,58.8,67.32,3.1,24366442,167531106544
Argentina,Americas,30/06/1972,-64,-34,58,67.64,3.15,24782950,170259210724
Argentina,Americas,30/06/1973,-64,-34,56.8,67.96,3.2,25213388,175046480960
Argentina,Americas,30/06/1974,-64,-34,55.2,68.28,3.26,25644505,184733210828
Argentina,Americas,30/06/1975,-64,-34,53.2,68.6,3.32,26066975,184680724265
Argentina,Americas,30/06/1976,-64,-34,50.5,68.92,3.37,26477153,180953402717
Argentina,Americas,30/06/1977,-64,-34,47.2,69.24,3.39,26878567,193500979043
Argentina,Americas,30/06/1978,-64,-34,43.8,69.57,3.39,27277742,184781583443
Argentina,Americas,30/06/1979,-64,-34,40.3,69.89,3.37,27684530,203671367615
Argentina,Americas,30/06/1980,-64,-34,37.2,70.2,3.33,28105889,212127318774
Argentina,Americas,30/06/1981,-64,-34,34.7,70.51,3.27,28543366,200058275576
Argentina,Americas,30/06/1982,-64,-34,32.8,70.78,3.21,28993989,190141029715
Argentina,Americas,30/06/1983,-64,-34,31.3,71.04,3.16,29454739,197509229313
Argentina,Americas,30/06/1984,-64,-34,30.1,71.26,3.12,29920907,201877686114
Argentina,Americas,30/06/1985,-64,-34,29,71.46,3.09,30388781,186561877750
Argentina,Americas,30/06/1986,-64,-34,28.1,71.66,3.07,30857242,201255080490
Argentina,Americas,30/06/1987,-64,-34,27.1,71.84,3.06,31326473,207111589518
Argentina,Americas,30/06/1988,-64,-34,26.2,72.05,3.04,31795515,201815943168
Argentina,Americas,30/06/1989,-64,-34,25.3,72.26,3.02,32263559,186687437479
Argentina,Americas,30/06/1990,-64,-34,24.4,72.5,2.99,32729740,182208881977
Argentina,Americas,30/06/1991,-64,-34,23.6,72.7,2.96,33193920,205294219094
Argentina,Americas,30/06/1992,-64,-34,22.8,72.8,2.92,33655149,229807939326
Argentina,Americas,30/06/1993,-64,-34,22.1,73.1,2.88,34110912,243382509293
Argentina,Americas,30/06/1994,-64,-34,21.4,73.4,2.83,34558114,257586800996
Argentina,Americas,30/06/1995,-64,-34,20.8,73.5,2.77,34994818,250257916577
Argentina,Americas,30/06/1996,-64,-34,20.2,73.5,2.72,35419683,264088895397
Argentina,Americas,30/06/1997,-64,-34,19.6,73.6,2.66,35833965,285509269184
Argentina,Americas,30/06/1998,-64,-34,19.1,73.8,2.6,36241578,296501886736
Argentina,Americas,30/06/1999,-64,-34,18.5,73.9,2.54,36648054,286463942700
Argentina,Americas,30/06/2000,-64,-34,18,74.2,2.48,37057453,284203745280
Argentina,Americas,30/06/2001,-64,-34,17.6,74.3,2.42,37471535,271673657736
Argentina,Americas,30/06/2002,-64,-34,17.1,74.3,2.38,37889443,242076212334
Argentina,Americas,30/06/2003,-64,-34,16.6,74.5,2.34,38309475,263468585945
Argentina,Americas,30/06/2004,-64,-34,16,75,2.31,38728778,287258675094
Argentina,Americas,30/06/2005,-64,-34,15.3,75.3,2.29,39145491,313626005874
Argentina,Americas,30/06/2006,-64,-34,14.6,75.3,2.27,39558750,340177780212
Argentina,Americas,30/06/2007,-64,-34,14.1,75.2,2.25,39969903,369614509411
Argentina,Americas,30/06/2008,-64,-34,13.7,75.4,2.24,40381860,394594682115
Argentina,Americas,30/06/2009,-64,-34,13.4,75.6,2.23,40798641,397949689763
Argentina,Americas,30/06/2010,-64,-34,13,75.8,2.22,41222875,434405530244
Argentina,Americas,30/06/2011,-64,-34,12.7,76,2.2,41655616,472935255184
Armenia,Asia,30/06/1990,45,40,42.5,70.1,2.54,3544695,2819375629
Armenia,Asia,30/06/1991,45,40,40.6,69.7,2.48,3511912,2489508723
Armenia,Asia,30/06/1992,45,40,38.8,68.8,2.4,3449497,1448894008
Armenia,Asia,30/06/1993,45,40,37,68.3,2.3,3369673,1321391353
Armenia,Asia,30/06/1994,45,40,35.3,68.6,2.18,3289943,1392746523
Armenia,Asia,30/06/1995,45,40,33.7,69.1,1.8,3223173,1488846011
Armenia,Asia,30/06/1996,45,40,32.1,69.4,1.8,3173425,1576172796
Armenia,Asia,30/06/1997,45,40,30.6,70,1.7,3137652,1628518751
Armenia,Asia,30/06/1998,45,40,29.2,70.5,1.5,3112958,1747400619
Armenia,Asia,30/06/1999,45,40,27.9,70.8,1.4,3093820,1805064840
Armenia,Asia,30/06/2000,45,40,26.6,71.3,1.3,3076098,1911563665
Armenia,Asia,30/06/2001,45,40,25.3,71.4,1.2,3060036,2094244952
Armenia,Asia,30/06/2002,45,40,24.2,71.6,1.2,3047249,2370398385
Armenia,Asia,30/06/2003,45,40,23,71.5,1.4,3036420,2703221164
Armenia,Asia,30/06/2004,45,40,21.9,71.8,1.4,3025982,2986190081
Armenia,Asia,30/06/2005,45,40,20.8,71.8,1.4,3014917,3400246575
Armenia,Asia,30/06/2006,45,40,19.8,71.7,1.3,3002161,3849011238
Armenia,Asia,30/06/2007,45,40,18.8,72.3,1.4,2988117,4378219566
Armenia,Asia,30/06/2008,45,40,17.9,72.3,1.4,2975029,4680316716
Armenia,Asia,30/06/2009,45,40,17,72.6,1.6,2966108,4018052433
Armenia,Asia,30/06/2010,45,40,16.1,73,1.55,2963496,4102285513
Armenia,Asia,30/06/2011,45,40,15.3,73.5,1.5,2967984,4290990647
Australia,Oceania,30/06/1960,133,-27,20.3,70.87,3.45,10292328,96677859364
Australia,Oceania,30/06/1961,133,-27,20,71.14,3.55,10494911,98950410413
Australia,Oceania,30/06/1962,133,-27,19.5,70.91,3.43,10691220,100302794832
Australia,Oceania,30/06/1963,133,-27,19.2,70.97,3.34,10892700,106581315165
Australia,Oceania,30/06/1964,133,-27,18.8,70.63,3.15,11114995,114018332823
Australia,Oceania,30/06/1965,133,-27,18.6,70.96,2.97,11368011,120858336146
Australia,Oceania,30/06/1966,133,-27,18.3,70.79,2.89,11657281,123723654026
Australia,Oceania,30/06/1967,133,-27,18.3,71.07,2.85,11975795,131482647086
Australia,Oceania,30/06/1968,133,-27,18.2,70.7,2.89,12305530,138244569180
Australia,Oceania,30/06/1969,133,-27,18.1,71.11,2.89,12621240,147986737705
Australia,Oceania,30/06/1970,133,-27,17.8,70.78,2.86,12904760,158580342543
Australia,Oceania,30/06/1971,133,-27,17.4,71.38,2.95,13150591,164954051790
Australia,Oceania,30/06/1972,133,-27,16.8,71.9,2.74,13364238,171438741659
Australia,Oceania,30/06/1973,133,-27,16.2,72.11,2.49,13552190,175937185452
Australia,Oceania,30/06/1974,133,-27,15.3,71.86,2.32,13725400,183090391005
Australia,Oceania,30/06/1975,133,-27,14.4,72.81,2.15,13892674,185369661015
Australia,Oceania,30/06/1976,133,-27,13.5,72.84,2.06,14054956,190251053754
Australia,Oceania,30/06/1977,133,-27,12.7,73.45,2.01,14211657,196878746322
Australia,Oceania,30/06/1978,133,-27,12,73.84,1.95,14368543,198667157375
Australia,Oceania,30/06/1979,133,-27,11.3,74.4,1.91,14532401,206839366822
Australia,Oceania,30/06/1980,133,-27,10.8,74.56,1.89,14708323,213135433499
Australia,Oceania,30/06/1981,133,-27,10.4,74.92,1.94,14898019,220398742356
Australia,Oceania,30/06/1982,133,-27,10.1,74.7,1.93,15101227,227512907295
Australia,Oceania,30/06/1983,133,-27,9.8,75.51,1.92,15318254,222234528537
Australia,Oceania,30/06/1984,133,-27,9.6,75.98,1.84,15548591,232453957602
Australia,Oceania,30/06/1985,133,-27,9.3,75.41,1.92,15791043,244380207223
Australia,Oceania,30/06/1986,133,-27,9.1,76.08,1.87,16047026,255503272974
Australia,Oceania,30/06/1987,133,-27,8.7,76.27,1.85,16314778,262027442116
Australia,Oceania,30/06/1988,133,-27,8.4,76.3,1.83,16585905,277414269318
Australia,Oceania,30/06/1989,133,-27,8,76.4,1.84,16849253,288343886633
Australia,Oceania,30/06/1990,133,-27,7.6,77,1.9,17096869,298651486073
Australia,Oceania,30/06/1991,133,-27,7.1,77.4,1.85,17325818,297936911238
Australia,Oceania,30/06/1992,133,-27,6.7,77.6,1.89,17538387,299289734315
Australia,Oceania,30/06/1993,133,-27,6.3,77.9,1.86,17738428,311518658361
Australia,Oceania,30/06/1994,133,-27,6,78.1,1.84,17932214,323873916078
Australia,Oceania,30/06/1995,133,-27,5.7,78.3,1.82,18124770,336634494329
Australia,Oceania,30/06/1996,133,-27,5.6,78.5,1.8,18318340,350710609678
Australia,Oceania,30/06/1997,133,-27,5.4,78.8,1.78,18512971,364642406351
Australia,Oceania,30/06/1998,133,-27,5.3,79.2,1.76,18709175,381363194312
Australia,Oceania,30/06/1999,133,-27,5.3,79.4,1.76,18906936,401040979796
Australia,Oceania,30/06/2000,133,-27,5.1,79.8,1.76,19107251,416887521196
Australia,Oceania,30/06/2001,133,-27,5,80.1,1.73,19308681,425523831426
Australia,Oceania,30/06/2002,133,-27,5,80.3,1.76,19514385,442135393399
Australia,Oceania,30/06/2003,133,-27,4.9,80.6,1.75,19735255,456603230864
Australia,Oceania,30/06/2004,133,-27,4.9,80.9,1.76,19985475,475578723953
Australia,Oceania,30/06/2005,133,-27,4.8,81.2,1.79,20274282,489651768692
Australia,Oceania,30/06/2006,133,-27,4.7,81.4,1.82,20606228,504739869397
Australia,Oceania,30/06/2007,133,-27,4.5,81.5,1.92,20975949,522729696645
Australia,Oceania,30/06/2008,133,-27,4.4,81.6,1.96,21370348,542761040949
Australia,Oceania,30/06/2009,133,-27,4.2,81.8,1.9,21770690,550622241459
Australia,Oceania,30/06/2010,133,-27,4.1,82,1.89,22162863,563049439185
Australia,Oceania,30/06/2011,133,-27,3.8,82.2,1.88,22542371,573453982173
Austria,Europe,30/06/1960,13.3333,47.3333,37.3,68.75,2.7,7065525,52392699681
Austria,Europe,30/06/1961,13.3333,47.3333,35,69.72,2.79,7105654,55294196572
Austria,Europe,30/06/1962,13.3333,47.3333,32.9,69.51,2.8,7151077,56758760195
Austria,Europe,30/06/1963,13.3333,47.3333,31.2,69.64,2.82,7199962,59107589568
Austria,Europe,30/06/1964,13.3333,47.3333,29.7,70.13,2.8,7249855,62727547439
Austria,Europe,30/06/1965,13.3333,47.3333,28.3,69.92,2.7,7298794,64910575812
Austria,Europe,30/06/1966,13.3333,47.3333,27.3,70.22,2.66,7345865,68573389646
Austria,Europe,30/06/1967,13.3333,47.3333,26.4,70.1,2.62,7390853,70636109983
Austria,Europe,30/06/1968,13.3333,47.3333,25.7,70.25,2.59,7433328,73795177759
Austria,Europe,30/06/1969,13.3333,47.3333,25.3,70.02,2.49,7473058,78426465090
Austria,Europe,30/06/1970,13.3333,47.3333,25,70.07,2.29,7509746,82875391403
Austria,Europe,30/06/1971,13.3333,47.3333,24.7,70.27,2.2,7543451,87114441714
Austria,Europe,30/06/1972,13.3333,47.3333,24.1,70.59,2.09,7573660,92522385131
Austria,Europe,30/06/1973,13.3333,47.3333,23,71.16,1.94,7598925,97047132641
Austria,Europe,30/06/1974,13.3333,47.3333,21.6,71.15,1.91,7617432,100872864670
Austria,Europe,30/06/1975,13.3333,47.3333,19.8,71.28,1.83,7628138,100505954054
Austria,Europe,30/06/1976,13.3333,47.3333,18.1,71.77,1.69,7630536,105107564262
Austria,Europe,30/06/1977,13.3333,47.3333,16.6,72.12,1.63,7625724,110372013894
Austria,Europe,30/06/1978,13.3333,47.3333,15.5,72.2,1.6,7616309,110210736056
Austria,Europe,30/06/1979,13.3333,47.3333,14.6,72.51,1.6,7605888,116223961464
Austria,Europe,30/06/1980,13.3333,47.3333,13.9,72.64,1.65,7597269,118297013218
Austria,Europe,30/06/1981,13.3333,47.3333,13.2,72.96,1.67,7591618,118126455202
Austria,Europe,30/06/1982,13.3333,47.3333,12.6,73.12,1.66,7588957,120426376421
Austria,Europe,30/06/1983,13.3333,47.3333,12,73.19,1.56,7589573,123982344406
Austria,Europe,30/06/1984,13.3333,47.3333,11.3,73.73,1.52,7593397,124057574520
Austria,Europe,30/06/1985,13.3333,47.3333,10.7,73.95,1.47,7600514,127104769470
Austria,Europe,30/06/1986,13.3333,47.3333,10,74.43,1.45,7610435,130049304257
Austria,Europe,30/06/1987,13.3333,47.3333,9.4,74.86,1.43,7623700,131800268995
Austria,Europe,30/06/1988,13.3333,47.3333,8.9,75.34,1.45,7642479,135933234154
Austria,Europe,30/06/1989,13.3333,47.3333,8.4,75.43,1.45,7669601,141217060615
Austria,Europe,30/06/1990,13.3333,47.3333,8,75.7,1.46,7706571,147353847860
Austria,Europe,30/06/1991,13.3333,47.3333,7.6,75.8,1.51,7755143,152425218284
Austria,Europe,30/06/1992,13.3333,47.3333,7.1,76,1.51,7813393,155616277926
Austria,Europe,30/06/1993,13.3333,47.3333,6.7,76.2,1.5,7874675,156436079199
Austria,Europe,30/06/1994,13.3333,47.3333,6.2,76.5,1.47,7929911,160193859615
Austria,Europe,30/06/1995,13.3333,47.3333,5.7,76.8,1.42,7972833,164467805621
Austria,Europe,30/06/1996,13.3333,47.3333,5.3,77.1,1.45,8000453,168524640772
Austria,Europe,30/06/1997,13.3333,47.3333,5,77.6,1.39,8015256,172415724530
Austria,Europe,30/06/1998,13.3333,47.3333,4.8,77.8,1.37,8023166,178942595487
Austria,Europe,30/06/1999,13.3333,47.3333,4.7,78,1.34,8032953,185275602636
Austria,Europe,30/06/2000,13.3333,47.3333,4.6,78.2,1.37,8050884,192070749954
Austria,Europe,30/06/2001,13.3333,47.3333,4.5,78.6,1.33,8078877,193717569560
Austria,Europe,30/06/2002,13.3333,47.3333,4.4,78.8,1.39,8114698,196998621885
Austria,Europe,30/06/2003,13.3333,47.3333,4.3,79,1.38,8155466,198704472152
Austria,Europe,30/06/2004,13.3333,47.3333,4.1,79.4,1.42,8196624,203850083132
Austria,Europe,30/06/2005,13.3333,47.3333,4,79.5,1.41,8234858,208743854863
Austria,Europe,30/06/2006,13.3333,47.3333,4,80,1.41,8269372,216404316585
Austria,Europe,30/06/2007,13.3333,47.3333,3.8,80.1,1.38,8301290,224424149682
Austria,Europe,30/06/2008,13.3333,47.3333,3.8,80.4,1.41,8331465,227557455520
Austria,Europe,30/06/2009,13.3333,47.3333,3.7,80.3,1.39,8361362,218887605293
Austria,Europe,30/06/2010,13.3333,47.3333,3.6,80.5,1.44,8391986,223954137424
Austria,Europe,30/06/2011,13.3333,47.3333,3.4,80.7,1.44,8423559,230913313559
Azerbaijan,Asia,30/06/1990,47.5,40.5,75.5,65.6,2.97,7216503,8954048116
Azerbaijan,Asia,30/06/1991,47.5,40.5,75.7,65.3,2.94,7332519,8891369779
Azerbaijan,Asia,30/06/1992,47.5,40.5,76,63.7,2.88,7450920,6881920209
Azerbaijan,Asia,30/06/1993,47.5,40.5,76.2,64,2.8,7567156,5292196641
Azerbaijan,Asia,30/06/1994,47.5,40.5,76.1,63.5,2.69,7675128,4249633903
Azerbaijan,Asia,30/06/1995,47.5,40.5,75.2,64.6,2.56,7770806,3748177102
Azerbaijan,Asia,30/06/1996,47.5,40.5,73.6,65,2.43,7852287,3796903404
Azerbaijan,Asia,30/06/1997,47.5,40.5,71.2,65.3,2.3,7921789,4017123802
Azerbaijan,Asia,30/06/1998,47.5,40.5,68.1,65.6,2.19,7984531,4418836182
Azerbaijan,Asia,30/06/1999,47.5,40.5,64.5,65.9,2.11,8047997,4745830059
Azerbaijan,Asia,30/06/2000,47.5,40.5,60.6,66.5,2.05,8117742,5272617196
Azerbaijan,Asia,30/06/2001,47.5,40.5,56.8,67.2,2.01,8195648,5794606298
Azerbaijan,Asia,30/06/2002,47.5,40.5,53.1,67.6,2,8280599,6408834566
Azerbaijan,Asia,30/06/2003,47.5,40.5,49.7,67.6,1.99,8371536,7126624037
Azerbaijan,Asia,30/06/2004,47.5,40.5,46.7,67.8,1.99,8466304,7853539689
Azerbaijan,Asia,30/06/2005,47.5,40.5,44,68.2,1.99,8563398,9926874167
Azerbaijan,Asia,30/06/2006,47.5,40.5,41.5,68.7,1.99,8662137,13351645755
Azerbaijan,Asia,30/06/2007,47.5,40.5,39.3,69.1,1.99,8763359,16696099500
Azerbaijan,Asia,30/06/2008,47.5,40.5,37.3,69.2,1.99,8868713,18499278246
Azerbaijan,Asia,30/06/2009,47.5,40.5,35.5,69.7,1.98,8980488,20219711123
Azerbaijan,Asia,30/06/2010,47.5,40.5,33.9,70.1,1.97,9099893,21230696679
Azerbaijan,Asia,30/06/2011,47.5,40.5,32.5,70.8,1.96,9227512,21443003646
Bahamas,Americas,30/06/1960,-76,24.25,51,62,4.5,109526,1306269490
Bahamas,Americas,30/06/1968,-76,24.25,25,64.14,3.64,158629,2790951804
Bahamas,Americas,30/06/1969,-76,24.25,25.5,64.39,3.57,164250,3041625635
Bahamas,Americas,30/06/1970,-76,24.25,26,64.61,3.53,169356,2869784437
Bahamas,Americas,30/06/1971,-76,24.25,26.4,64.85,3.5,173867,2916461764
Bahamas,Americas,30/06/1972,-76,24.25,26.8,65.08,3.47,177844,2814463291
Bahamas,Americas,30/06/1973,-76,24.25,27.2,65.3,3.41,181489,3027449702
Bahamas,Americas,30/06/1974,-76,24.25,27.2,65.53,3.33,185097,2520223836
Bahamas,Americas,30/06/1975,-76,24.25,27.2,65.74,3.23,188882,2147151970
Bahamas,Americas,30/06/1976,-76,24.25,26.9,65.96,3.14,192905,2258485776
Bahamas,Americas,30/06/1977,-76,24.25,26.6,66.16,3.06,197118,2465248558
Bahamas,Americas,30/06/1978,-76,24.25,26.2,66.37,3.01,201511,2814808937
Bahamas,Americas,30/06/1979,-76,24.25,25.7,66.57,2.99,206038,3550580176
Bahamas,Americas,30/06/1980,-76,24.25,25.2,66.75,2.99,210660,3781200313
